type,ICC,F,df1,df2,p,lower bound,upper bound,measure
ICC2,0.3900048934144944,2.2787148265462647,79,79,1.5964772300758244e-4,-0.08716529776634545,0.7220518930327892,40_35
ICC2,0.09929989512140285,1.2221123082419518,79,79,0.18731252298221673,-0.3758058021819857,0.5357603780147919,40_36
ICC2,0.4668637816575485,2.7513864772085923,79,79,5.578696466562368e-6,0.0069932181364328674,0.7641443521169665,40_37
ICC2,0.55747046868348,3.535904036030105,79,79,2.9030044109727947e-8,0.13118553215955908,0.810500965809796,40_38
ICC2,0.35482723607240685,2.0999448703083465,79,79,5.765009072012638e-4,-0.12761331233936019,0.7019351481577037,40_39
ICC2,0.4321663946058293,2.522158570751846,79,79,2.8033228620063738e-5,-0.0365408145345493,0.7454488142286384,41_0
ICC2,0.17933777228499215,1.4370562363624977,79,79,0.054581097518966976,-0.3081853535937978,0.5926387438042064,41_1
ICC2,0.39585839684087454,2.3150930604245876,79,79,1.2297252402744554e-4,-0.07874466138400256,0.7250616500294099,41_2
ICC2,0.4183861498376196,2.4387076570505006,79,79,5.077919192191564e-5,-0.05335400014648455,0.737885195212834,41_3
ICC2,0.1402074834514543,1.326142600110751,79,79,0.10593651671890887,-0.3442330162801629,0.5660237995189896,41_4
ICC2,0.11213923404553623,1.2526054498896153,79,79,0.15945152986032943,-0.36925727690750076,0.5463770415175362,41_5
ICC2,0.0944482804956217,1.208598312965083,79,79,0.20081893354994365,-0.38468726464367375,0.5337468881723907,41_6
ICC2,0.4737867050428852,2.8007401545470176,79,79,3.95632147000563e-6,0.015891579192016874,0.7678159956446684,41_7
ICC2,0.15528924457713922,1.367674363278118,79,79,0.08313422188248665,-0.3305030446301175,0.5763868112639652,41_8
ICC2,0.34711459604578193,2.0716749687476894,79,79,7.06115952628476e-4,-0.13265894706916592,0.6967210019146788,41_9
ICC2,0.3268405799857624,1.9710644218822013,79,79,0.0014502288819174835,-0.15869654349783935,0.6855277987791236,41_10
ICC2,0.31529476135572143,1.9293254059618652,79,79,0.0019520573892211936,-0.16685416522845756,0.6777124792997701,41_11
ICC2,0.3637019247352235,2.143180967768541,79,79,4.226461796111845e-4,-0.11755677574285021,0.7070626797665276,41_12
ICC2,0.07470409338358183,1.161470709746802,79,79,0.2537248749499206,-0.4016055586377058,0.5194189287349794,41_13
ICC2,0.3073463046690079,1.8874457950365489,79,79,0.0026271144821286736,-0.17979944298985676,0.673881339279888,41_14
ICC2,0.1748521285098361,1.4238079853349543,79,79,0.05923077187553553,-0.31238845849574637,0.5896323920798213,41_15
ICC2,0.10364003538426572,1.2312464623042279,79,79,0.17859171538970384,-0.3767026868009106,0.5403334004770256,41_16
ICC2,0.2817699056624418,1.7846229443290742,79,79,0.005411329946487647,-0.20683023524268904,0.6583220732248006,41_17
ICC2,0.3419849849764588,2.039444320170183,79,79,8.895742125477016e-4,-0.14199391426498364,0.6944514513212768,41_18
ICC2,0.20054616981134746,1.5017079466966172,79,79,0.03631513845330384,-0.2880566370819039,0.6067003621716448,41_19
ICC2,0.32682043702241603,1.9709755167754515,79,79,0.0014511486535557668,-0.15871857979523069,0.6855158586003919,41_20
ICC2,0.31427679148368615,1.9359984237828822,79,79,0.0018616187983984895,-0.1630208404110697,0.6760736694685487,41_21
ICC2,0.30528597673492297,1.881481029171596,79,79,0.002740328906204231,-0.18048148059335453,0.6723064390230863,41_22
ICC2,0.3864850234213095,2.259904120276152,79,79,1.827315135432596e-4,-0.09128396855399455,0.7200638293628397,41_23
ICC2,0.2658186309999145,1.7241225185595348,79,79,0.008231054656790148,-0.22332379656858367,0.6484538625208817,41_24
ICC2,0.37357490380734865,2.192720106770624,79,79,2.960802412292748e-4,-0.10625291829534599,0.7127251496235443,41_25
ICC2,0.20896130711786112,1.528777511159284,79,79,0.030502900540325086,-0.27944209961812166,0.6120788770120693,41_26
ICC2,0.22713724157315515,1.587781566899383,79,79,0.02071512990778841,-0.26220528860890663,0.6239823910709046,41_27
ICC2,0.20743107090464222,1.5234398256846173,79,79,0.03157537885620815,-0.28142975970209905,0.6112117523553642,41_28
ICC2,0.24759786387790436,1.6581530061943512,79,79,0.012921304719966466,-0.24183195372294583,0.6370234516896914,41_29
ICC2,0.08721111488263814,1.1910871534581076,79,79,0.21941300994199947,-0.3909251961868409,0.5285237257262405,41_30
ICC2,0.15234432105744394,1.3594485941449537,79,79,0.08727499956742625,-0.33319992005272364,0.574373749095182,41_31
ICC2,0.36924017882871024,2.1707790090106753,79,79,3.4663584345374785e-4,-0.1112310473671114,0.7102444428880142,41_32
ICC2,0.2948842765736636,1.8364138446402698,79,79,0.0037653919842221967,-0.19306153354423372,0.6663402102412131,41_33
