type,measure,ICC,F,df1,df2,p,lower bound,upper bound,10%,90%
ICC2,97_47,0.32349066929059545,2.0835959740847807,56,56,0.02278475998336367,-0.31507578780473,0.7712011572485233,0.4708218980037429,0.22184603318872095
ICC3,97_47,0.3361171751664322,2.0835959740847807,56,56,0.02278475998336367,-0.329849735125812,0.7798019229892698,0.4700039157947676,0.2141408249220408
ICC2,97_48,0.2585095836967026,1.8275876949915104,56,56,0.07108064759601986,-0.3644528610790885,0.7372622415694032,0.42755051143750744,0.09955452163738746
ICC3,97_48,0.2695702614700967,1.8275876949915104,56,56,0.07108064759601986,-0.3900958594340014,0.7480063525130874,0.4318061818218041,0.09121762490639015
ICC2,97_49,0.18535790887086895,1.513301898796941,56,56,0.14704845334885797,-0.4561982224810122,0.7053633291728475,0.3453121579897737,0.03233863965602307
ICC3,97_49,0.18681886670536096,1.513301898796941,56,56,0.14704845334885797,-0.4638727169067575,0.7076917390499626,0.344190842262174,0.02927863918025255
ICC2,97_5,0.27936751064982507,1.8547074088197224,56,56,0.05092486942793873,-0.3719639237765502,0.751837736088385,0.4252885868062185,0.14710417392760725
ICC3,97_5,0.28230653261456196,1.8547074088197224,56,56,0.05092486942793873,-0.3810364955348606,0.7549623427262646,0.42324970683304663,0.14020068927502555
ICC2,97_50,0.15124800048425244,1.4148645282169916,56,56,0.20071187133190743,-0.47647253903801384,0.6856756728129842,0.28598960923331934,-0.02834426878300058
ICC3,97_50,0.15325851824938205,1.4148645282169916,56,56,0.20071187133190743,-0.490187332860009,0.68980278100113,0.2859896092653563,-0.03010206951555324
ICC2,97_51,0.25041543020427715,1.7888459033960524,56,56,0.09975806879527946,-0.39022112493544187,0.7352553527291287,0.442219592109002,0.05559184724770388
ICC3,97_51,0.25344737981215343,1.7888459033960524,56,56,0.09975806879527946,-0.4018134158787995,0.7391292325615625,0.4404676572603515,0.0512515416672499
ICC2,97_52,0.17053920841805378,1.4809852222205948,56,56,0.1631977776226945,-0.45179213641239696,0.6946680185189802,0.32491743714799315,0.0118676759392603
ICC3,97_52,0.17559782827225456,1.4809852222205948,56,56,0.1631977776226945,-0.47268629809507945,0.7017742336533497,0.3261886175934458,0.00102409835805578
ICC2,97_53,0.09220891767994684,1.236034518985815,56,56,0.28722287092838544,-0.5146319984265125,0.6523247132275437,0.1495020123081023,-0.0770201691931116
ICC3,97_53,0.09479700596025892,1.236034518985815,56,56,0.28722287092838544,-0.5369642411417214,0.6590840924268833,0.14978177746435656,-0.08084062994781101
ICC2,97_54,0.15382931851781773,1.415513540822216,56,56,0.1804564456720188,-0.4648514960989709,0.6855263193236996,0.3025772207862236,0.01298562109861142
ICC3,97_54,0.1575692196225787,1.415513540822216,56,56,0.1804564456720188,-0.488445640494549,0.6929091754265049,0.3037831795042561,0.00919906934161265
ICC2,97_55,0.16397939703740108,1.475616718640291,56,56,0.16644462430784665,-0.4309982217751024,0.6857179931484084,0.3239635209995818,0.00731951139569539
ICC3,97_55,0.1738080630663152,1.475616718640291,56,56,0.16644462430784665,-0.4740950598977328,0.7008082956554562,0.3318430271904328,0.00294420237141385
ICC2,97_56,0.3400773730638692,2.187645575932179,56,56,0.02467041359951357,-0.30046715640236005,0.7784149459313907,0.5053892736655807,0.215196366184472
ICC3,97_56,0.35173887478363297,2.187645575932179,56,56,0.02467041359951357,-0.31121331399501934,0.7859109262702441,0.5049653551017969,0.20994919702049497
ICC2,97_57,0.23599719768009456,1.7201568358446828,56,56,0.10560690417167164,-0.4076668810443908,0.7294196807392461,0.41226660863964326,0.05575767955105268
ICC3,97_57,0.23833874238703312,1.7201568358446828,56,56,0.10560690417167164,-0.41664960762645176,0.732324019841832,0.4118432745581536,0.05435136413557909
ICC2,97_58,0.25882815158660777,1.8103994719183432,56,56,0.0777497998633772,-0.3802467679972193,0.739790024052264,0.4299768711808332,0.09648531213660844
ICC3,97_58,0.26442107399761544,1.8103994719183432,56,56,0.0777497998633772,-0.394373575339548,0.7453657432464894,0.4288313718198171,0.08577827406149155
ICC2,97_59,0.1329698399526012,1.3543877070279706,56,56,0.2021052606310637,-0.46661675795509433,0.6714782687041991,0.26529888477130803,0.00969756871305155
ICC3,97_59,0.13895908024820153,1.3543877070279706,56,56,0.2021052606310637,-0.5039538781667912,0.683457898876806,0.2690418028337004,0.00173420405507551
ICC2,97_6,0.3506873282924595,2.189024018804553,56,56,0.01616019285755558,-0.29507262384631083,0.7838650969013689,0.4981946934587942,0.24913573819894583
ICC3,97_6,0.3581110255607387,2.189024018804553,56,56,0.01616019285755558,-0.3076128237492554,0.7895175676661427,0.49315565479371215,0.24757631209884037
ICC2,97_60,0.27714619485031605,1.8823761287284184,56,56,0.06962247743834493,-0.3705914145628437,0.7494418203287455,0.4587484644388351,0.11511857872474618
ICC3,97_60,0.2797724530233831,1.8823761287284184,56,56,0.06962247743834493,-0.3792136801971394,0.7523406455097845,0.4579067554123588,0.1111778411964576
ICC2,97_61,0.38125075087795024,2.3548560210044687,56,56,0.0101926080066113,-0.27222945848504787,0.7982304032903457,0.5327792167513694,0.2667161306155024
ICC3,97_61,0.3856684093608351,2.3548560210044687,56,56,0.0101926080066113,-0.2768672612380067,0.8010536305185972,0.5289249471767697,0.26160258075206855
ICC2,97_62,0.1811915964144893,1.5039426408021737,56,56,0.15299202318269314,-0.4547416464136252,0.7023385493299013,0.3671907741024901,0.04107350320689212
ICC3,97_62,0.183829749687874,1.5039426408021737,56,56,0.15299202318269314,-0.4662369247189452,0.7060482497218111,0.3671494646546998,0.03742517620074839
ICC2,97_63,0.3659671457057438,2.2595164585803573,56,56,0.01489822521406663,-0.2895236327434535,0.7915585553976834,0.5229671961058808,0.24811739170942632
ICC3,97_63,0.3683150893673291,2.2595164585803573,56,56,0.01489822521406663,-0.29536822719230915,0.7935793279321408,0.5197229765714694,0.2461325251158992
ICC2,97_64,0.31218749378788285,2.0420562678057377,56,56,0.04126104103639577,-0.3351141388309372,0.7660785566132716,0.4884138344030023,0.16836856470072326
ICC3,97_64,0.318530365203056,2.0420562678057377,56,56,0.04126104103639577,-0.34320628273130804,0.7706912757211988,0.4842681196043373,0.15740426622102738
ICC2,97_65,0.29939730983850876,2.00008353169529,56,56,0.04725240578124925,-0.33972485160172694,0.7593145875668702,0.47410348035781047,0.15513395320097448
ICC3,97_65,0.3096763247043021,2.00008353169529,56,56,0.04725240578124925,-0.35192933241693625,0.7666142670869225,0.4754987786564844,0.14281650364923926
ICC2,97_66,0.17666132329779788,1.498794144023321,56,56,0.16535775159755284,-0.46011433214993624,0.7002431693677649,0.3403284762754361,-8.531174708651112e-4
ICC3,97_66,0.17944555129041503,1.498794144023321,56,56,0.16535775159755284,-0.4687144738212136,0.7033339720452377,0.3403284762754361,-0.00688304006302697
ICC2,97_67,0.2332711421229987,1.6918457015504238,56,56,0.09135457257629974,-0.4055797663743287,0.7281137061259455,0.3987552223153886,0.09664370631775474
